strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/Bahia/136-292064357/2022	2022-01-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_15139028	Laboratório Central de Saúde Publica do estado da Bahia	Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA
A/Bahia/080-292072299/2022	2022-01-08	h3n2_flu	South America	Brazil	Human	EPI_ISL_15139029	Laboratório Central de Saúde Publica do estado da Bahia	Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA
A/Brazil/BA-LACEN-BA150-292126199/2022	2022-01-18	h3n2_flu	South America	Brazil	Human	EPI_ISL_15139031	Laboratório Central de Saúde Publica do estado da Bahia	Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA
A/Brazil/1313/2022	2022-06-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_15393518	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/9348/2022	2022-02-11	h3n2_flu	South America	Brazil	Human	EPI_ISL_15393519	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Guyane/130/2022	2022-02-01	h3n2_flu	South America	French Guiana	Human	EPI_ISL_15394061	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Brazil/3882/2022	2022-07-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394434	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/3251/2022	2022-03-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394435	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/2999/2022	2022-08-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394436	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/5721/2022	2022-04-19	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394437	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/9518/2022	2022-05-23	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394440	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/5460/2022	2022-07-19	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394445	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/6471/2022	2022-07-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394446	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/7077/2022	2022-06-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394449	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/4918/2022	2022-06-17	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394450	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/1411/2022	2022-08-10	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394451	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/9917/2022	2022-06-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394452	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/2960/2022	2022-04-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394453	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/5246/2022	2022-06-01	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394459	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/0497/2022	2022-07-18	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394461	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/9573/2022	2022-07-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394463	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/0289/2022	2022-06-23	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394464	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/4927/2022	2022-03-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394465	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/5009/2022	2022-07-19	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394466	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/2189/2022	2022-08-01	h3n2_flu	South America	Brazil	Human	EPI_ISL_15394469	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Rio_de_Janeiro/20933/2022	2022-09-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_15426895	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratorio Central do Estado do Rio de Janeiro - LACEN/RJ - Noel Nutels
A/Rio_de_Janeiro/20934/2022	2022-09-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_15426896	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratorio Central do Estado do Rio de Janeiro - LACEN/RJ - Noel Nutels
A/Rio_de_Janeiro/20935/2022	2022-09-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_15426954	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratorio Central do Estado do Rio de Janeiro - LACEN/RJ - Noel Nutels
A/Rio_de_Janeiro/62437/2021	2021-11-23	h3n2_flu	South America	Brazil	Human	EPI_ISL_15426955	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratorio Central do Estado do Rio de Janeiro - LACEN/RJ - Noel Nutels
A/Rio_de_Janeiro/18891/2022	2022-08-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_15426956	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratorio Central do Estado do Rio de Janeiro - LACEN/RJ - Noel Nutels
A/Rio_de_Janeiro/1647/2022	2022-01-17	h3n2_flu	South America	Brazil	Human	EPI_ISL_15426957	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institution, Oswaldo Cruz Foundation 
A/Brazil/GIHSN-HCL022186752201/2022	2022-02-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_16343204	CNR Virus des Infections Respiratoires, France SUD	Molecular Biology/Microbiology Research Laboratory. Universidade Federal do Paraná
A/Brazil/7139/2022	2022-10-17	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384401	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/3505/2022	2022-08-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384402	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Bolivia/2516/2022	2022-10-28	h3n2_flu	South America	Bolivia	Human	EPI_ISL_16384403	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Brazil/0257/2022	2022-11-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384405	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Bolivia/2492/2022	2022-10-26	h3n2_flu	South America	Bolivia	Human	EPI_ISL_16384407	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Brazil/0991/2022	2022-10-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384408	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Bolivia/2533/2022	2022	h3n2_flu	South America	Bolivia	Human	EPI_ISL_16384422	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Brazil/9303/2022	2022-09-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384423	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/8825/2022	2022-08-18	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384424	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Bolivia/2414/2022	2022-10-13	h3n2_flu	South America	Bolivia	Human	EPI_ISL_16384425	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Bolivia/2437/2022	2022	h3n2_flu	South America	Bolivia	Human	EPI_ISL_16384427	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Brazil/2832/2022	2022-10-11	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384428	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Bolivia/2474/2022	2022-10-21	h3n2_flu	South America	Bolivia	Human	EPI_ISL_16384430	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Bolivia/2458/2022	2022-10-21	h3n2_flu	South America	Bolivia	Human	EPI_ISL_16384431	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Brazil/8896/2022	2022-08-18	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384432	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/2888/2022	2022-10-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384435	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Bolivia/2581/2022	2022-10-11	h3n2_flu	South America	Bolivia	Human	EPI_ISL_16384436	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Brazil/1518/2022	2022-11-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384438	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/0113/2022	2022-11-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384444	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Bolivia/2495/2022	2022-10-26	h3n2_flu	South America	Bolivia	Human	EPI_ISL_16384445	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Brazil/9159/2022	2022-08-24	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384447	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/3761/2022	2022-09-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384448	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/6833/2022	2022-10-17	h3n2_flu	South America	Brazil	Human	EPI_ISL_16384453	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Parana/26168/2022	2022-11-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744579	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Rio_de_Janeiro/69457/2021	2021-12-23	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744581	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Rio_de_Janeiro/69460/2021	2021-12-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744582	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Rio_de_Janeiro/69462/2021	2021-12-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744583	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Rio_de_Janeiro/69463/2021	2021-12-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744584	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Rio_de_Janeiro/69468/2021	2021-12-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744585	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Rio_de_Janeiro/26719/2022	2022-11-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744596	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública (LACEN RJ)
A/Rio_de_Janeiro/26720/2022	2022-12-15	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744597	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública (LACEN RJ)
A/Rio_de_Janeiro/26721/2022	2022-12-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744598	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública (LACEN RJ)
A/Rio_de_Janeiro/26723/2022	2022-12-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744599	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública (LACEN RJ)
A/Rio_de_Janeiro/26724/2022	2022-12-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744600	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública (LACEN RJ)
A/Rio_de_Janeiro/26725/2022	2022-12-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744601	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública (LACEN RJ)
A/Rio_de_Janeiro/26726/2022	2022-12-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744602	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública (LACEN RJ)
A/Rio_de_Janeiro/26727/2022	2022-12-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744603	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública (LACEN RJ)
A/Rio_de_Janeiro/26728/2022	2022-12-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744604	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública (LACEN RJ)
A/Rio_de_Janeiro/26729/2022	2022-12-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744605	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública (LACEN RJ)
A/Rio_de_Janeiro/26732/2022	2022-11-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744607	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública (LACEN RJ)
A/Santa_Catarina/27041/2022	2022-11-01	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744609	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Santa_Catarina/27043/2022	2022-11-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744611	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Santa_Catarina/27045/2022	2022-11-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744613	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Santa_Catarina/27047/2022	2022-11-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744615	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Santa_Catarina/27051/2022	2022-11-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744616	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Santa_Catarina/27052/2022	2022-11-16	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744617	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Santa_Catarina/27053/2022	2022-11-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744618	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Alagoas/27066/2022	2022-12-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744625	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública de Alagoas, LACEN-AL
A/Alagoas/27069/2022	2022-12-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744627	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública de Alagoas, LACEN-AL
A/Espirito_Santo/27086/2022	2022-11-10	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744632	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/27087/2022	2022-11-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744633	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/27088/2022	2022-11-11	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744634	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/27089/2022	2022-11-15	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744646	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/27092/2022	2022-11-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_16744647	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Antofagasta/60964/2022	2022-05-04	h3n2_flu	South America	Chile	Human	EPI_ISL_16761775	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/Antofagasta/60966/2022	2022-05-08	h3n2_flu	South America	Chile	Human	EPI_ISL_16761886	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/Antofagasta/61429/2022	2022-05-13	h3n2_flu	South America	Chile	Human	EPI_ISL_16770479	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/Punta_Arenas/61579/2022	2022-05-15	h3n2_flu	South America	Chile	Human	EPI_ISL_16786657	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/Antofagasta/131320/2022	2022-11-18	h3n2_flu	South America	Chile	Human	EPI_ISL_16811206	Instituto de Salud Pública de Chile	Instituto de Salud Publica de Chile
A/Ecuador/6405/2022	2022-11-22	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834575	Centers for Disease Control and Prevention	INSPI
A/Ecuador/1613/2022	2022-11-22	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834582	Centers for Disease Control and Prevention	INSPI
A/Ecuador/4924/2022	2022-12-20	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834614	Centers for Disease Control and Prevention	INSPI
A/Ecuador/892/2022	2022-12-27	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834645	Centers for Disease Control and Prevention	INSPI
A/Ecuador/3285/2022	2022-11-30	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834650	Centers for Disease Control and Prevention	INSPI
A/Colombia/5016/2022	2022-12-01	h3n2_flu	South America	Colombia	Human	EPI_ISL_16834683	Centers for Disease Control and Prevention	Instituto Nacional de Salud de Columbia
A/Ecuador/1611/2022	2022-11-13	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834710	Centers for Disease Control and Prevention	INSPI
A/Ecuador/4578/2022	2022-11-07	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834712	Centers for Disease Control and Prevention	INSPI
A/Colombia/2464/2022	2022-12-04	h3n2_flu	South America	Colombia	Human	EPI_ISL_16834713	Centers for Disease Control and Prevention	Instituto Nacional de Salud de Columbia
A/Ecuador/6432/2022	2022-11-29	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834716	Centers for Disease Control and Prevention	INSPI
A/Ecuador/6063/2022	2022-11-28	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834720	Centers for Disease Control and Prevention	INSPI
A/Ecuador/4813/2022	2022-11-28	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834722	Centers for Disease Control and Prevention	INSPI
A/Ecuador/2440/2022	2022-11-22	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834725	Centers for Disease Control and Prevention	INSPI
A/Bolivia/3116/2022	2022-12-20	h3n2_flu	South America	Bolivia	Human	EPI_ISL_16834728	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Ecuador/4961/2022	2022-12-25	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834729	Centers for Disease Control and Prevention	INSPI
A/Ecuador/4801/2022	2022-11-25	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834731	Centers for Disease Control and Prevention	INSPI
A/Colombia/5020/2022	2022-12-05	h3n2_flu	South America	Colombia	Human	EPI_ISL_16834732	Centers for Disease Control and Prevention	Instituto Nacional de Salud de Columbia
A/Ecuador/2386/2022	2022-11-23	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834736	Centers for Disease Control and Prevention	INSPI
A/Ecuador/6430/2022	2022-11-28	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834737	Centers for Disease Control and Prevention	INSPI
A/Ecuador/6058/2022	2022-11-25	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16834738	Centers for Disease Control and Prevention	INSPI
A/Ecuador/5051/2023	2023-01-12	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16835660	Centers for Disease Control and Prevention	INSPI
A/Ecuador/6054/2022	2022-11-24	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16835662	Centers for Disease Control and Prevention	INSPI
A/Ecuador/6070/2022	2022-11-30	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16835722	Centers for Disease Control and Prevention	INSPI
A/Colombia/2430/2022	2022-12-05	h3n2_flu	South America	Colombia	Human	EPI_ISL_16835739	Centers for Disease Control and Prevention	Instituto Nacional de Salud de Columbia
A/Ecuador/1313/2022	2022-11-29	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16835751	Centers for Disease Control and Prevention	INSPI
A/Ecuador/2383/2022	2022-11-20	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16835776	Centers for Disease Control and Prevention	INSPI
A/Ecuador/4815/2022	2022-11-28	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16835800	Centers for Disease Control and Prevention	INSPI
A/Colombia/5021/2022	2022-12-01	h3n2_flu	South America	Colombia	Human	EPI_ISL_16835849	Centers for Disease Control and Prevention	Instituto Nacional de Salud de Columbia
A/Ecuador/6050/2022	2022-11-23	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16835987	Centers for Disease Control and Prevention	INSPI
A/Ecuador/4926/2022	2022-12-20	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16835998	Centers for Disease Control and Prevention	INSPI
A/Ecuador/4824/2022	2022-12-01	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16836062	Centers for Disease Control and Prevention	INSPI
A/Ecuador/4804/2022	2022-11-26	h3n2_flu	South America	Ecuador	Human	EPI_ISL_16836360	Centers for Disease Control and Prevention	INSPI
A/Ceara/2022-020408-IEC/2022	2022-11-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_17080619	Evandro Chagas Institute	Evandro Chagas Institute
A/Roraima/2022-020827-IEC/2022	2022-10-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_17080655	Evandro Chagas Institute	Evandro Chagas Institute
A/Roraima/2022-020828-IEC/2022	2022-10-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_17080656	Evandro Chagas Institute	Evandro Chagas Institute
A/Roraima/2022-020829-IEC/2022	2022-11-11	h3n2_flu	South America	Brazil	Human	EPI_ISL_17080722	Evandro Chagas Institute	Evandro Chagas Institute
A/Roraima/2022-020830-IEC/2022	2022-09-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_17080943	Evandro Chagas Institute	Evandro Chagas Institute
A/Roraima/2022-020831-IEC/2022	2022-11-08	h3n2_flu	South America	Brazil	Human	EPI_ISL_17081021	Evandro Chagas Institute	Evandro Chagas Institute
A/Roraima/2022-020833-IEC/2022	2022-09-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_17081181	Evandro Chagas Institute	Evandro Chagas Institute
A/Roraima/2022-020834-IEC/2022	2022-09-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_17081207	Evandro Chagas Institute	Evandro Chagas Institute
A/Roraima/2022-020835-IEC/2022	2022-11-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_17081208	Evandro Chagas Institute	Evandro Chagas Institute
A/Panana/22965/2022	2022-10-11	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204489	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/26166/2022	2022-11-18	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204490	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/26167/2022	2022-11-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204491	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Alagoas/26203/2022	2022-12-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204492	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública de Alagoas, LACEN-AL
A/Santa_Catarina/27056/2022	2022-11-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204493	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Alagoas/27557/2022	2022-12-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204494	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública de Alagoas, LACEN-AL
A/Alagoas/27560/_2022	2022-12-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204495	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública de Alagoas, LACEN-AL
A/Sao_Paulo/27567/2022	2022-12-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204500	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Universidade Federal de São Paulo(UNIFESP)
A/Espirito_Santo/27627/_2022	2022-11-30	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204501	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
